data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,e6edd997ec5835845d54e5f3,KPMG AUDITORES INDEPENDENTES LTDA.,Brooklin Novo,BROOKLIN NOVO,Categoria B,19984,4578000,4578000,57.755.217/0001-29,06.137.677/0001-52,Torre A - 18° Andar,TORRE A- 18º ANDAR,PRIVADO HOLDING,11,011,11,011,WTORRE VRJ SEC CREDITOS IMOBILIÁRIOS S/A,BRPR 56 SECURITZADORA CRED IMOB SA,2021-04-13,2004-01-20,2010-01-01,2017-05-02,2021-04-13,2006-03-05,2006-02-22,ri@brpr.com.br,ri@brpr.com.br,3201-10-01,3201-10-01,"Avenida das Nações Unidas, 12.495","AV. DAS NAÇÕES UNIDAS, 12.495",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,ANDRÉ BERGSTEIN,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,3201-10-00,3201-10-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,602d7eca2b752ce22f29ae19,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Alphaville,Jardim Paulistano,Categoria A,23817,6454040,1451001,61.366.936/0001-25,36.542.025/0001-64,Andar 03 - Cj 301,conjunto 71 e 72,PRIVADO,11,,11,11,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,,1993-02-26,2016-01-11,2021-05-03,2016-01-11,2015-05-28,2016-01-11,ri@brq.com,ri@brq.com,2126-70-99,,"Alameda Mamoré, nº 687","Avenida Brigadeiro Faria Lima, nº 1.336",,BARUERI,SÃO PAULO,BRASIL,,Antonio Eduardo Pimentel Rodrigues,Comunicação e Informática,ATIVO,FASE OPERACIONAL,2126-70-00,2126-70-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,55de2532696bdcff92d443dd,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Alphaville,Jardim Paulistano,Categoria A,23817,6454040,1451001,61.366.936/0001-25,36.542.025/0001-64,Andar 03 - Cj 301,conjunto 71 e 72,PRIVADO,11,,11,11,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,,1993-02-26,2016-01-11,2021-05-03,2016-01-11,2015-05-28,2016-01-11,ri@brq.com,ri@brq.com,2126-70-99,,"Alameda Mamoré, nº 687","Avenida Brigadeiro Faria Lima, nº 1.336",,BARUERI,SÃO PAULO,BRASIL,,Antonio Eduardo Pimentel Rodrigues,Comunicação e Informática,ATIVO,FASE OPERACIONAL,2126-70-00,2126-70-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,0ec609b4bf9081e1b947aafe,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Vila Olímpia,ITAIM BIBI,Categoria A,21580,4551000,4538132,61.562.112/0001-20,09.462.890/0001-28,sala 4,7º ANDAR,PRIVADO HOLDING,11,11,11,11,BRT HOLDING 1 S.A.,BRT HOLDING 1 SA,2014-12-17,2007-12-29,2010-01-01,2013-09-16,2014-12-17,2008-07-31,2008-07-31,brasil.diretoria@americantower.com,todosformulariodereferencia@gp.com.br,3018-66-36,3556-55-35,"Rua das Olimpíadas, 205, 8o andar","AV. BRIGADEIRO FARIA LIMA,3900",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,JOAO HENRIQUE BRAGA JUNQUEIRA,Emp. Adm. Part. - Telecomunicações,CANCELADA,FASE OPERACIONAL,3018-66-00,3556-55-05,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,e9a872b9c094404fa62b48fd,MERITO AUDITORES INDEPENDENTES,SANTO AMARO,,,12971,4794000,4548000,47.860.515/0001-25,52.082.872/0001-40,,,PRIVADO,,0011,11,11,BRUMADINHO,BRUMADINHO SA MIN E METAIS,2005-08-09,,,1986-08-15,2005-08-09,,1986-08-15,,,,,"AV DAS NACOES UNIDAS, 17271",AV DR CARDOSO DE MELO 1855 16,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,SÃO PAULO,SÃO PAULO,BRASIL,,CID MEIRELLES FERREIRA,Extração Mineral,CANCELADA,,5482422,8297788,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,7fa76951adc27d8fea3cb418,KPMG AUDITORES INDEPENDENTES LTDA.,Cambuí,Cambuí,Categoria A,27391,1302-40-01,1302-40-01,57.755.217/0001-29,04.065.053/0001-41,4º andar,4º andar,PRIVADO,,,31,19,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,,2000-09-25,2023-12-27,2025-08-11,2023-12-27,2023-10-06,2023-12-27,fabiano.valese@brz.eng.br/ ri@brz.eng.br,fabiano.valese@brz.eng.br/ ri@brz.eng.br,,,"Avenida Coronel Silva Teles, 1.002","Avenida Coronel Silva Teles, 1.002",,CAMPINAS,CAMPINAS,BRASIL,,Fabiano Valese,"Construção Civil, Mat. Constr. e Decoração",ATIVO,FASE OPERACIONAL,2537-87-87,3209-00-39,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,a5e4ce70f644066a027e3b47,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Itaim Bibi,ITAIM-BIBI,Categoria A,21415,4542000,4542000,61.562.112/0001-20,03.468.802/0001-19,conjunto 52,758 CONJ 52,ESTRANGEIRO HOLDING,11,11,11,11,BRZ INVESTIMENTOS S/A,BRZ INVESTIMENTOS S/A,2011-07-20,1999-10-18,2010-01-01,2010-09-30,2011-07-20,2008-03-27,2008-03-27,paulo.curi@brzinvestimentos.com.br,allan.hadid@brzinvestimentos.com.br,3538-80-99,3538-08-09,"Rua Leopoldo Couto de Magalhães Júnior, 758",RUA LEOPOLDO COUTO DE MAGALH~E,CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,ALLAN HADID,Emp. Adm. Part.-Bolsas de Valores/Mercadorias e Futuros,CANCELADA,FASE OPERACIONAL,3538-80-00,3538-80-76,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f067eed99e8e19d2b38708a4,KPMG AUDITORES INDEPENDENTES LTDA.,,,,6327,3123900,1092000,57.755.217/0001-29,60.736.279/0001-06,,,ESTRANGEIRO,11,0011,11,11,CONTNENTAL SA,BS CONTINENTAL SA ULTL DOMEST,1999-03-25,,,1983-03-28,1999-03-25,,1983-03-28,,,2150095,,RUA SARAPUI 164,RUA BOA VISTA 185 5 AND,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,RONALD REEVE GUNN,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,9153001,2390711,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,da495bc65c9e692270818eca,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",,,,876,2005-70-00,2005-70-00,62.650.403/0001-33,61.356.762/0001-10,,,PRIVADO,,0021,021,21,BS INFORM E ADMINIST,BS INFORM E ADMINISTR SA,1991-10-04,,,1977-07-20,1991-10-04,,1977-07-20,,,,,AV RIO BRANCO 138/12 ANDAR,AV RIO BRANCO 138/9 ANDAR,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,ORLANDO MARTINS SOARES FILHO,,CANCELADA,,2718000,2718000,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,bc6c7dce89f5ed9c2748e05d,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Vila Olímpia,VILA OLÍMPIA,Categoria A,23779,4547006,4547006,61.562.112/0001-20,10.603.674/0001-34,"cj. 42, sala 01",CJ. 42 - SALA 01,PRIVADO HOLDING,11,11,11,11,BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,2016-06-14,2009-01-14,2015-11-19,2015-08-31,2016-06-14,2015-09-04,2015-11-19,ri@wownutrition.com.br,ri@wownutrition.com.br,3549-65-58,3549-65-58,"Rua Gomes de Carvalho, nº 1.666","RUA GOMES DE CARVALHO, 1.666",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,MARCOS DE ALMEIDA NUNES,Alimentos,CANCELADA,FASE OPERACIONAL,3549-89-77,3549-89-77,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,16ca987d2224f20b2073b830,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Coração de Jesus,Coração de Jesus,Categoria B,26883,3038-02-52,3038-02-52,49.928.567/0001-11,03.820.456/0001-96,11º andar,11º andar,PRIVADO HOLDING,,,31,31,BSB ENERGÉTICA S.A.,BSB ENERGÉTICA S.A.,2026-03-12,2000-03-24,2022-07-13,2022-07-07,2026-03-12,2022-04-26,2022-07-13,ri@bsbenergetica.com.br,ri@bsbenergetica.com.br,,,"Avenida Prudente de Morais, nº 1.250","Avenida Prudente de Morais, nº 1.250",CANCELAMENTO VOLUNTÁRIO,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,Walter Nunes Seijo Neto,Emp. Adm. Part. - Energia Elétrica,CANCELADA,FASE OPERACIONAL,3527-91-00,3527-91-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,SP
2026-06-18,cvm_cadastro_companhias_abertas,,01a3027f4675bfbfd5c81a0d,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,CIDADE MONÇÕES,BOTAFOGO,,18864,4565001,2227-11-00,61.366.936/0001-25,68.704.923/0001-68,,8º ANDAR,PRIVADO,,21,21,21,BCP TELECOMUNICAÇÕES,BSE SA,2004-01-19,1997-08-08,,2001-01-31,2004-01-19,,2001-01-31,valtier.teixeira@bcp.com.br,elza.vaisman@atl.com.br,2528-90-27,2528-90-09,"RUA FLORIDA, 1970",RUA MENA BARRETO 42,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,RIO DE JANEIRO,BRASIL,,ELZA VAISMAN,Telecomunicações,CANCELADA,,2528-90-02,2528-90-31,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,a9cac960b0460b13390218b6,AJCA AUDITORES INDEPENDENTES SS LTDA,Vila Gertrudes,CENTRO,Categoria B,23132,4794000,9750730,05.060.765/0001-30,11.257.352/0001-43,SALA 713 EDIF TARUMA,SALA 2126,PRIVADO,,11,,11,BSI CAPITAL SECURITIZADORA S.A.,BSI CAPITAL SECURITIZADORA S.A.,2023-12-08,2009-09-02,2013-04-17,2015-09-01,2023-12-08,2013-01-30,2013-04-17,bsisecuritizadora@gmail.com,bsisecuritizadora@gmail.com,,4330-96-60,Avenida das Nações Unidas,"RUA JOSE VERSOLLATO, 111",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO BERNARDO DO CAMPO,,,RICARDO ELSON DO CARMO,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,,4330-96-60,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,cf597a5b8384e8d08c6ae859,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,BAIRRO SANTA LUCIA,Itaim Bibi,Categoria B,27774,2905-69-05,4538133,61.562.112/0001-20,04.626.426/0001-06,"TORRE A, SALA 804",Parte,PRIVADO,,,11,11,BTG PACTUAL COMMODITIES SERTRADING S.A.,BTG PACTUAL COMMODITIES SERTRADING S.A.,,2001-08-14,2024-11-13,2024-10-10,2025-01-31,2024-11-13,2025-01-31,ri-sertrading@btgpactual.com,ri-sertrading@btgpactual.com,,,"AVENIDA NOSSA SENHORA DA PENHA, Nº 1.495","Avenida Brigadeiro Faria Lima, 3.477, 11º andar",,VITÓRIA,SÃO PAULO,,,Julia Mendonça Rocha,Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,3383-20-00,3383-20-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ES,SP
2026-06-18,cvm_cadastro_companhias_abertas,,567849c1b944a2a647509ade,KPMG AUDITORES INDEPENDENTES LTDA.,"PRAIA DE BOTAFOGO, 5",BOTAFOGO,Categoria B,19690,2225-00-40,2225-00-40,57.755.217/0001-29,07.110.438/0001-71,5º ANDAR PARTE,5º ANDAR,PRIVADO,21,21,21,21,BTG PACTUAL SECURITIZADORA S.A,BTG PACTUAL HOLDING PARTICIPAÇÕES S.A.,2015-06-24,2004-10-25,2010-01-01,2011-10-28,2015-06-24,2006-12-01,2005-04-14,alexandre.zanvettor@ubs.com,ol-reguladores@btgpactual.com,3262-88-18,3262-88-18,"PRAIA DE BOTAFOGO, 501","PRAIA DE BOTAFOGO, 501",CANCELAMENTO VOLUNTÁRIO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,MARCELO KALIM,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,3262-97-17,3262-97-17,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,81776d36b5494c68d4556eb0,RUHTRA S/C,BOTAFOGO,CIDADE JARDIM,,13897,2225-00-40,5676070,33.017.310/0001-78,59.281.253/0001-23,6 ANDAR,,PRIVADO,11,0011,21,11,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1999-04-28,,,1991-09-24,1999-04-28,,1991-09-24,ol-juridico@btgpactual.com,,3383-20-00,8135636,"PRAIA DE BOTAFOGO, 501",R MANOEL MARQUES SIMOES 156,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,RIO DE JANEIRO,SÃO PAULO,,,ANTONIO CARLOS CANTO PORTO FILHO,Arrendamento Mercantil,CANCELADA,,3262-96-00,3030-30-04,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,SP
2026-06-18,cvm_cadastro_companhias_abertas,,70a0031e037ea175ccb73e15,RSM ACAL AUDITORES INDEPENDENTES S/S,Cerqueira César,Cerqueira Cesar,Categoria A,23850,1416001,1416001,07.377.136/0001-64,21.948.105/0001-47,"2º andar, Conj. 21","Conjunto 21, 2º anda",PRIVADO HOLDING,11,,11,11,BTGI QUARTZO PARTICIPAÇÕES S.A.,BTGI QUARTZO PARTICIPAÇÕES S.A.,2024-11-04,2015-02-02,2016-02-19,2015-05-20,2024-11-04,2015-08-06,2016-02-19,ol-dri-quartzo@btgpactual.com,ol-dri-quartzo@btgpactual.com,3383-20-01,,"Rua da Consolação, 2825",Rua da Consolação,CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,Edwyn Neves,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,FASE PRÉ-OPERACIONAL,3383-20-00,3383-20-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,250122d34d7ad59e67533b4e,RSM ACAL AUDITORES INDEPENDENTES S/S,Cerqueira César,Cerqueira César,Categoria A,23841,1416001,1416001,07.377.136/0001-64,21.976.510/0001-79,"2o andar, conj. 21","2o andar, conj. 21",PRIVADO HOLDING,11,,11,11,BTGI SAFIRA PARTICIPAÇÕES S.A.,BTGI SAFIRA PARTICIPAÇÕES S.A.,2024-11-04,2015-02-02,2016-02-19,2015-05-20,2024-11-04,2015-08-06,2016-02-19,ol-dri-safira@btgpactual.com,ol-dri-safira@btgpactual.com,3383-20-01,,"Rua da Consolação, 2825","Rua da Consolação, 2825",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,Edwyn Neves,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,FASE PRÉ-OPERACIONAL,3383-20-00,3383-20-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,3c22b7330c79d68d9313cdbe,EXACTO AUDITORIA LTDA.,,,,2020,2902-00-00,2900-00-00,87.924.072/0001-03,28.126.928/0001-36,,,PRIVADO,,0027,27,27,BUAIZ,BUAIZ SA INDUSTRIA E COMERCIO,1991-04-05,,,1977-07-20,1991-04-05,,1977-07-20,,,,,"AV.PRES.FLORENTINO AVIDOS,350","AV.PRES.FLORENTINO AVIDOS, 35O",ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,VITÓRIA,VITÓRIA,BRASIL,,AMERICO BUAIZ FILHO,Alimentos,CANCELADA,,2224411,2224411,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ES,ES
2026-06-18,cvm_cadastro_companhias_abertas,,705806114410f398267e1ca9,MARTINELLI AUDITORES,Centro,CENTRO,Categoria B,19801,8928-09-01,8929-00-00,79.370.466/0001-39,86.047.198/0001-84,142,,PRIVADO,47,47,047,47,BUDDEMEYER S/A,BUDDEMEYER S/A,2011-04-29,,2010-01-01,2004-12-13,2011-04-29,2005-10-05,2005-10-05,secbud@buddemeyer.com.br,secbud@buddemeyer.com.br,3631-70-02,6317002,Rua João Hoffmann,"RUA JOAO HOFFMANN, 142",CANCELAMENTO VOLUNTÁRIO,SÃO BENTO DO SUL,SÃO BENTO DO SUL,BRASIL,,EVANDRO MULLER DE CASTRO,Têxtil e Vestuário,CANCELADA,FASE OPERACIONAL,3631-70-00,6317000,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,SC
2026-06-18,cvm_cadastro_companhias_abertas,,046f893473ca48ecbb58d6be,MARTINELLI AUDITORES,Bateas,BATEAS,Categoria A,2038,8835-53-50,8835-53-50,79.370.466/0001-39,82.981.812/0001-20,941,941,PRIVADO,47,47,47,47,BUETTNER S/A - INDUSTRIA E COMERCIO - EM RECUPERAÇÃO JUDICIAL,BUETTNER SA IND E COMÉRCIO,2018-05-30,1945-07-19,2010-01-01,2011-07-07,2018-05-30,2016-04-28,1969-02-27,fabricio@buettner.com.br,fabricio@buettner.com.br,3211-40-13,3211-40-13,Rua Edgar von Buettner,"RUA EDGAR VON BUETTNER,",CANCELAMENTO DE OFÍCIO,BRUSQUE,BRUSQUE,BRASIL,,FABRICIO POZZI COLZANI,Têxtil e Vestuário,CANCELADA,FALIDA,3211-40-78,3211-40-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,SC
2026-06-18,cvm_cadastro_companhias_abertas,,d67cd8e1e01c98cf2ec6c023,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,CENTRO,CENTRO,,16845,2004-00-01,2004-00-01,61.366.936/0001-25,02.109.419/0001-01,,,PRIVADO,21,21,21,21,BULHOES CARVALHO NOT,BULHOES CARVALHO F NOTES SA,2000-12-20,1997-08-20,,1998-02-02,2000-12-20,,1998-02-02,,,2252-67-97,2526797,AV RIO BRANCO 110/23 AND PARTE,AV RIO BRANCO 110/23 AND PARTE,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,PEDRO BULHOES CARVALHO FONSECA,Serviços Diversos,CANCELADA,,2509-37-27,5093727,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,dead3c71b3eabe5fde2d8059,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,POÇO GRANDE,POÇO GRANDE,,2593,8911-00-00,8911-00-00,61.562.112/0001-20,84.046.101/0001-93,20,20,PRIVADO,0047,47,47,47,BUNGE ALIMENTOS SA,BUNGE ALIMENTOS SA,2002-10-08,1972-01-01,,1977-07-20,2002-10-08,,1977-07-20,mnotrispe@bunge.com.br,mnotrisp@bunge.com.br,3312005,3312005,RODOVIA JORGE LACERDA S/Nº  KM,RODOVIA JORGE LACERDA S/Nº KM,ELISÃO POR INCORPORAÇÃO,GASPAR,GASPAR,BRASIL,,MILTON NOTRISPE,Alimentos,CANCELADA,,3312051,3312222,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,SC
2026-06-18,cvm_cadastro_companhias_abertas,,b7ea746fbaac380887aa464f,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,JARDIM SÃO LUIS,JARDIM SaO LUIS,,10278,5804900,5804900,49.928.567/0001-11,61.074.092/0001-49,BLOCO D 5 A,BLOCO D 5 A,ESTRANGEIRO HOLDING,11,11,11,11,BUNGE BRASIL S.A.,BUNGE BRASIL SA,2004-10-07,1905-09-30,,1977-07-20,2004-10-07,,1977-07-20,bunge.brasil@bunge.com,milton.notrispe@bunge.com,3741-14-04,3741-67-12,"AV. MARIA COELHO AGUIAR, 215","AV. MARIA COELHO AGUIAR, 215",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,SÃO PAULO,BRASIL,,MILTON NOTRISPE,Alimentos,CANCELADA,,3741-31-45,3741-55-28,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,87242b332219d5e31ae42b04,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,JD. SÃO LUIZ,JD. SÃO LUIZ,,8370,5804900,5804900,61.562.112/0001-20,61.082.822/0001-53,. D 5º AND,. D 5º AND,PRIVADO,11,11,11,11,BUNGE FERTILIZANTES,BUNGE FERTILIZANTES SA,2002-10-08,1947-01-01,,1968-10-07,2002-10-08,,1968-10-07,fertilizantes.serrana@serrana.com.br,vital.lopes@bungeferti.com.br,3741-71-87,3741-72-92,AV. MARIA COELHO AGUIAR 215 BL,AV. MARIA COELHO AGUIAR 215 BL,ELISÃO POR INCORPORAÇÃO,SÃO PAULO,SÃO PAULO,BRASIL,,VITAL JORGE LOPES,Petroquímicos e Borracha,CANCELADA,,3741-21-28,3741-35-75,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6d6a080dcd0f06162cf19a14,PRÁTIKA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES,,,,2046,8920-00-00,8920-00-00,82.613.720/0001-97,84.684.471/0001-56,,,PRIVADO,,0474,0474,0474,BUSCHLE,BUSCHLE & LEPPER SA,1990-03-29,,,1943-12-01,1990-03-29,,1943-12-01,,,,,"RUA DO PRINCIPE,123","RUA DO PRINCIPE,123",ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,JOINVILLE,JOINVILLE,BRASIL,,MARIO SILVA DE MEDEIROS,Petroquímicos e Borracha,CANCELADA,,222144,222144,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,SC
2026-06-18,cvm_cadastro_companhias_abertas,,008fa50841bd40f339cf73b8,KPMG AUDITORES INDEPENDENTES LTDA.,VILA GERTRUDES,VILA GERTRUDES,Categoria B,20133,4797000,4794000,57.755.217/0001-29,01.858.774/0001-10,TORRE A - 12ºANDAR,"TORRE A, 18º AND",PRIVADO,11,11,11,11,BV LEASING,BV LEASING - ARRENDAMENTO MERCANTIL S/A,2020-06-04,2005-11-30,2010-01-01,2019-02-19,2020-06-04,2006-06-23,2006-06-23,ri-bancovotorantim@bancovotorantim.com.br,atendimentocvm@bancovotorantim.com.br,5171-27-36,5171-10-00,"AV. DAS NAçõES UNIDAS, 14.171","AV DAS NAÇÕES UNIDAS, 14.171",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,RODRIGO TREMANTE,Arrendamento Mercantil,CANCELADA,FASE OPERACIONAL,5171-27-17,5171-10-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,4632d3f11e6367e64d199b83,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,CENTRO,CENTRO,,19488,2003-19-18,2003-10-00,49.928.567/0001-11,04.794.781/0001-94,52 - 19º A,19° ANDAR,ESTRANGEIRO HOLDING,21,21,21,21,BVA EMPREENDIMENTOS,BVA EMPREENDIMENTOS SA,2006-08-15,2001-09-25,,2005-08-22,2006-08-15,,2003-12-17,webmaster@bancobva.com.br,carlos@bancobva.com.br,3231-11-23,3231-11-76,"AVENIDA ALMIRANTE BARROSO, Nº","AVENIDA ALMIRANTE BARROSO, 52",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,CARLOS ALBERTO DE DEUS AFFONSO,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",CANCELADA,,3231-11-00,3231-11-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,009487eabd5c8bd6b397f366,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,VILA OLIMPIA,VILA OLÍMPIA,,15440,4552000,4552000,61.562.112/0001-20,00.019.388/0001-72,,,PRIVADO,11,11,11,11,BLOCKBUSTER VIDEO,BWU VIDEO SA,2001-02-20,,,1996-03-11,2001-02-20,,1996-03-11,,raul.alves@bwu.com.br,8208553,8208553,RUA DO ROCIO Nº 430/2º ANDAR,RUA DO ROCIO Nº 430/2º ANDAR,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,RAUL MANUEL ALVES,Serviços Diversos,CANCELADA,,3040-40-00,3040-40-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
